id,founder_name,email,role,company,location,idea,about,keywords,stage,linked_in,notes
5a4c288c-45a5-4800-8afc-f0e1b50a31b0,Xavier Martin,xavier.martin@outlook.com,PM,Carr-Holt,"South Kara, Guyana",Building a edtech platform that helps doctors reduce costs.,Xavier Martin has a background in biotechnology with over 4 years of experience. They have worked at Google and specialize in cloud systems. Their work has led to faster product launches.,"consumer, robotics, AI",pre-seed,https://linkedin.com/in/daviskevin,Raised interest from Microsoft investors.
49310c1f-8fa8-41bc-a91f-ff5d78228330,James Jones,james.jones@outlook.com,Investor,Bridges-Brown,"Taylorview, Greenland",A platform that connects consumers and consumers through fundraising.,James Jones has a background in computer science with over 8 years of experience. They have worked at Stripe and specialize in robotics. Their work has led to faster product launches.,"BioTech, consumer, healthcare",series A,https://linkedin.com/in/swarren,
95700de5-145f-4e0d-8b36-20b07b0530c3,Anthony Duncan,anthony.duncan@yahoo.com,Founder,"Rice, Miller and Ramsey","Ronaldmouth, Eritrea",A platform that connects small businesses and small businesses through fundraising.,"With expertise in machine learning, Anthony Duncan has previously contributed to Amazon. They are passionate about finance and focus on delivering reduced errors.","AI, Legal, consumer",series A,https://linkedin.com/in/sara99,
51e1f61f-fe28-45a5-9091-b23b0275829e,Nicholas Jimenez PhD,nicholas.jimenez.phd@yahoo.com,Engineer,"Hall, Roberts and Lee","North Stevenville, Saint Pierre and Miquelon",Developing robotic assistant to solve diagnosis delays in climate.,Nicholas Jimenez PhD combines experience in engineering with strong skills in AI. They have built solutions for consumers and achieved reduced errors.,"Legal, healthcare, robotics",none,https://linkedin.com/in/laurenduarte,
bd5fe1ab-c566-4ae9-a3fe-7a76571f2cd0,Gene Castro,gene.castro@gmail.com,Engineer,"Lewis, Davidson and Vaughn","Kristyport, French Southern Territories",A climate solution that automates reporting for patients.,"With expertise in cloud systems, Gene Castro has previously contributed to Microsoft. They are passionate about finance and focus on delivering reduced errors.","healthcare, robotics, Legal",series A,https://linkedin.com/in/katie15,Pilot project with Microsoft shows impactful research.
232741b3-6e29-46fc-81cb-5b24dc4dd5dc,Nathaniel Gilbert,nathaniel.gilbert@gmail.com,Co-Founder,Collier and Sons,"Marthafort, United States Virgin Islands",Personalized platform for small businesses to save time.,Nathaniel Gilbert combines experience in product design with strong skills in robotics. They have built solutions for developers and achieved impactful research.,"healthcare, AI, Crypto",none,https://linkedin.com/in/probles,Follow up with Microsoft about partnership.
d4e891eb-264c-443c-8305-dbd849c07d6a,Christopher Murray,christopher.murray@gmail.com,PM,"Huang, Ford and Olsen","Port Adrianashire, Saint Kitts and Nevis",Personalized platform for small businesses to save time.,Christopher Murray combines experience in biotechnology with strong skills in AI. They have built solutions for developers and achieved impactful research.,"robotics, fintech, Crypto",none,https://linkedin.com/in/angela03,Pilot project with OpenAI shows impactful research.
d4c21d3c-1d04-40bb-947e-ba58bbc3fe26,Evelyn Hendricks,evelyn.hendricks@hotmail.com,Co-Founder,Jones-Hernandez,"West Tonyaside, Tajikistan",Smart robotic assistant that solves diagnosis delays for doctors.,Evelyn Hendricks combines experience in biotechnology with strong skills in UI/UX design. They have built solutions for patients and achieved impactful research.,"fintech, Crypto, Logistics",series A,https://linkedin.com/in/ashleyprice,
a36b3fea-ecdc-4764-8e7e-62b802b43d64,Sharon Walton,sharon.walton@hotmail.com,Founder,"Hodge, Mckinney and Nelson","South Nataliestad, Korea",Helping developers in AI scale faster with platform.,Sharon Walton has a background in engineering with over 8 years of experience. They have worked at Amazon and specialize in cloud systems. Their work has led to impactful research.,"Logistics, consumer, b2b",series A,https://linkedin.com/in/javier42,
7b0ef3db-a2b5-4784-9d28-8e638ad2ce6d,Richard Strickland,richard.strickland@gmail.com,PM,Wallace Inc,"Steinberg, Comoros",Building a healthcare platform that helps patients increase access.,Richard Strickland combines experience in finance with strong skills in data science. They have built solutions for developers and achieved scalable systems.,"healthcare, BioTech, b2b",series A,https://linkedin.com/in/sandra84,Needs support with data entry and scaling.
bcf2169a-fdd3-4b51-b0e6-0b02139d3c38,Briana Wiggins,briana.wiggins@hotmail.com,Other,"Rhodes, Anderson and Hardy","Hugheshaven, Brazil",Developing platform to solve diagnosis delays in robotics.,Briana Wiggins combines experience in product design with strong skills in AI. They have built solutions for patients and achieved reduced errors.,"marketplace, b2b, fintech",seed,https://linkedin.com/in/collinsbradley,
1495a14b-d270-4f71-aa0e-2cb805eb7e3a,Shelby Cook,shelby.cook@hotmail.com,Investor,Garcia Ltd,"Andrewport, Northern Mariana Islands",Connecting patients with mobile app through a climate marketplace.,Shelby Cook combines experience in biotechnology with strong skills in machine learning. They have built solutions for patients and achieved reduced errors.,"healthcare, AI, BioTech",series A,https://linkedin.com/in/manuellee,
2f1b9101-71ef-48ff-89f2-97796ee45361,Francis Alexander,francis.alexander@outlook.com,Other,Nelson and Sons,"Dannyside, Malaysia",A new way for teachers to access supply chain optimization in AI.,Francis Alexander has a background in engineering with over 4 years of experience. They have worked at Amazon and specialize in AI. Their work has led to reduced errors.,"robotics, healthcare, marketplace",pre-seed,https://linkedin.com/in/clarkmichael,
039e4f19-3b38-4a24-8eb1-5ae1855f175c,Charles Bush,charles.bush@hotmail.com,PM,Andrews-Jackson,"Christinamouth, Mauritius",A platform that connects doctors and doctors through cloud hosting.,Charles Bush has a background in finance with over 4 years of experience. They have worked at Stripe and specialize in machine learning. Their work has led to reduced errors.,"Crypto, BioTech, AI",none,https://linkedin.com/in/bwilliams,
72d5fa05-e4b7-49ed-9eab-974937c5ac55,Michael Rodriguez,michael.rodriguez@gmail.com,Other,Miller Group,"Lake Caitlin, Nauru",On-demand training for doctors in the Marketing space.,Michael Rodriguez combines experience in finance with strong skills in UI/UX design. They have built solutions for small businesses and achieved impactful research.,"consumer, BioTech, Logistics",seed,https://linkedin.com/in/tjensen,Pilot project with OpenAI shows scalable systems.
cd2de05a-d9fd-43d6-88f4-82495e700440,Craig Chang,craig.chang@gmail.com,PM,"Miller, Livingston and Duran","North Lisa, Uruguay",Personalized mobile app for developers to save time.,"With expertise in AI, Craig Chang has previously contributed to Amazon. They are passionate about product design and focus on delivering impactful research.","robotics, healthcare, consumer",none,https://linkedin.com/in/tdavis,
be479dcd-4f04-4152-927f-f1a6ff176fe8,Michelle Marshall,michelle.marshall@gmail.com,Other,Meza and Sons,"Robertafurt, Cocos (Keeling) Islands",Helping patients in climate save time with robotic assistant.,"With expertise in UI/UX design, Michelle Marshall has previously contributed to OpenAI. They are passionate about product design and focus on delivering reduced errors.","marketplace, Edtech, Legal",growth,https://linkedin.com/in/kristina57,
be868591-fca2-4d74-98ea-1f3df3a0f8c0,Mr. Brian Mendoza,mr..brian.mendoza@hotmail.com,Founder,Campbell LLC,"New Dakota, Svalbard & Jan Mayen Islands",Connecting developers with robotic assistant through a Marketing marketplace.,"With expertise in robotics, Mr. Brian Mendoza has previously contributed to Neuralink. They are passionate about engineering and focus on delivering reduced errors.","Logistics, AI, BioTech",series A,https://linkedin.com/in/nguyendebra,Follow up with Microsoft about partnership.
f44adb50-f80e-4361-bb5b-13ce0a2e8d62,Kim Morales,kim.morales@gmail.com,Other,Allen-Sanchez,"South Patrick, Guam",Developing mobile app to solve financial fraud in edtech.,Kim Morales combines experience in computer science with strong skills in data science. They have built solutions for developers and achieved impactful research.,"BioTech, Edtech, b2b",pre-seed,https://linkedin.com/in/lisagarza,
c09fb174-7ddc-4cd0-9d72-2d8c956549ea,Jessica Cobb,jessica.cobb@gmail.com,Engineer,"Benson, Thompson and Caldwell","Wilsonmouth, Greece",Creating AI-powered tools for doctors to improve improve accuracy.,"With expertise in UI/UX design, Jessica Cobb has previously contributed to Google. They are passionate about product design and focus on delivering faster product launches.","Edtech, robotics, b2b",series A,https://linkedin.com/in/shortgregory,
0756239c-c02b-4468-88ef-3a7a3e8b51f5,Andrea Rodriguez,andrea.rodriguez@outlook.com,Other,"Wise, Gray and Snyder","North Jeffberg, Tuvalu",Smart platform that solves diagnosis delays for consumers.,Andrea Rodriguez combines experience in product design with strong skills in UI/UX design. They have built solutions for patients and achieved reduced errors.,"BioTech, Crypto, marketplace",growth,https://linkedin.com/in/shermandonna,
9fe2d769-54a6-417d-bbc4-4b102d81fbe0,Eddie Gilbert,eddie.gilbert@gmail.com,Investor,Gonzalez-Maldonado,"Kevinport, Uruguay",Helping consumers in robotics reduce costs with AI system.,"With expertise in robotics, Eddie Gilbert has previously contributed to Stripe. They are passionate about product design and focus on delivering reduced errors.","robotics, healthcare, marketplace",series A,https://linkedin.com/in/wrobbins,"Strong traction in robotics, next milestone is growth stage."
4630f0fc-fe36-4da4-8cca-1e3054bd3ed0,Lauren Carr DDS,lauren.carr.dds@outlook.com,PM,Phelps Inc,"Rachelton, Afghanistan",A new way for consumers to access legal advice in healthcare.,Lauren Carr DDS has a background in finance with over 12 years of experience. They have worked at Google and specialize in data science. Their work has led to scalable systems.,"BioTech, marketplace, Legal",pre-seed,https://linkedin.com/in/daniel40,
30c38b82-01a5-42c9-9c01-9037ecbb99f9,Michael Long,michael.long@hotmail.com,Engineer,Joseph-Sullivan,"Gardnerburgh, Lebanon",Developing mobile app to solve financial fraud in AI.,"With expertise in machine learning, Michael Long has previously contributed to Google. They are passionate about product design and focus on delivering scalable systems.","marketplace, healthcare, AI",growth,https://linkedin.com/in/jacobcruz,
97363bc9-145a-4470-97a3-3672feb95b38,Sara Moore,sara.moore@hotmail.com,Co-Founder,"Martinez, Smith and Wong","Lake Nicole, Palestinian Territory",A platform that connects patients and patients through cloud hosting.,"With expertise in data science, Sara Moore has previously contributed to Microsoft. They are passionate about finance and focus on delivering impactful research.","BioTech, Logistics, AI",series A,https://linkedin.com/in/iproctor,Considering expansion into healthcare markets.
74bf85d2-7ac9-4ea6-aab0-b9cdb19f240e,Martin Perry,martin.perry@gmail.com,PM,English-Dominguez,"Hansonmouth, Malawi",A platform that connects consumers and consumers through legal advice.,Martin Perry combines experience in biotechnology with strong skills in data science. They have built solutions for small businesses and achieved impactful research.,"Legal, marketplace, AI",seed,https://linkedin.com/in/carnold,
96d4f259-b77a-4e70-b458-4602ff5cde12,Darius Coleman,darius.coleman@yahoo.com,PM,Lane Ltd,"Lake Walter, Isle of Man",Personalized robotic assistant for patients to increase access.,Darius Coleman combines experience in computer science with strong skills in machine learning. They have built solutions for small businesses and achieved impactful research.,"AI, healthcare, marketplace",growth,https://linkedin.com/in/arthur09,
478a10f4-7865-4817-aca5-0422b107ce6e,Mr. Kevin Nixon,mr..kevin.nixon@yahoo.com,Founder,Thomas Ltd,"Stevenland, Mali",Simplifying patient care in robotics using mobile app.,Mr. Kevin Nixon has a background in product design with over 3 years of experience. They have worked at Neuralink and specialize in UI/UX design. Their work has led to faster product launches.,"fintech, BioTech, Edtech",series A,https://linkedin.com/in/sanchezcrystal,
75d30af3-7546-4e34-a3df-2ac71c64a14d,Mary Sutton,mary.sutton@hotmail.com,Other,"Yates, Edwards and Brown","Amandatown, Latvia",Helping small businesses in edtech increase access with platform.,Mary Sutton has a background in biotechnology with over 5 years of experience. They have worked at Apple and specialize in robotics. Their work has led to reduced errors.,"Edtech, robotics, Legal",seed,https://linkedin.com/in/ehunt,
20eaf0cd-0b4c-4caf-8b7e-48315ab0ab6d,Erin Gomez,erin.gomez@hotmail.com,Founder,Roberts-Johnson,"Jessicashire, Eritrea",Simplifying fraud detection in robotics using platform.,"With expertise in robotics, Erin Gomez has previously contributed to AntlerIndia. They are passionate about product design and focus on delivering faster product launches.","Logistics, fintech, robotics",seed,https://linkedin.com/in/sotobelinda,
41c28f81-0b57-4989-a99e-7d67d2801fec,Mary Carter,mary.carter@yahoo.com,PM,"Weber, Mitchell and Miller","Port Kristenview, Bulgaria",Developing mobile app to solve education gaps in robotics.,Mary Carter has a background in engineering with over 4 years of experience. They have worked at AntlerIndia and specialize in cloud systems. Their work has led to faster product launches.,"BioTech, AI, consumer",seed,https://linkedin.com/in/joshua40,Currently prototyping AI system for doctors.
972d2e15-87bc-4019-bc31-df933a94d514,Lindsey Kent,lindsey.kent@gmail.com,Founder,"Hernandez, Griffin and Morton","Kimberlybury, Libyan Arab Jamahiriya",Developing robotic assistant to solve diagnosis delays in edtech.,"With expertise in machine learning, Lindsey Kent has previously contributed to Tesla. They are passionate about engineering and focus on delivering reduced errors.","b2b, marketplace, consumer",growth,https://linkedin.com/in/laurenatkins,
f9dc6a5f-2dd5-476f-87ac-4bf9a7a4d650,Bradley Thomas,bradley.thomas@hotmail.com,PM,Monroe Group,"Youngmouth, Saint Kitts and Nevis",On-demand cloud hosting for small businesses in the AI space.,Bradley Thomas combines experience in finance with strong skills in data science. They have built solutions for developers and achieved reduced errors.,"Legal, b2b, Crypto",pre-seed,https://linkedin.com/in/jasonnavarro,
99833a92-324e-41ed-be62-828962af5733,Martin Campos,martin.campos@outlook.com,PM,Williams Group,"Alvarezfort, San Marino",Simplifying data entry in robotics using platform.,"With expertise in machine learning, Martin Campos has previously contributed to Tesla. They are passionate about finance and focus on delivering reduced errors.","marketplace, Legal, healthcare",none,https://linkedin.com/in/noahthornton,Seeking advisors for patients-focused growth.
8e303ee6-98f2-47be-b68c-54f22ad6b3dc,Charles Berg,charles.berg@gmail.com,PM,Roberts Group,"Gregoryhaven, Pitcairn Islands",Building a edtech platform that helps teachers reduce costs.,Charles Berg combines experience in engineering with strong skills in robotics. They have built solutions for teachers and achieved reduced errors.,"AI, consumer, marketplace",growth,https://linkedin.com/in/davisamanda,
d9f1445d-7309-49e3-be6f-2c4273473015,Ryan Bishop,ryan.bishop@gmail.com,PM,"Garrison, Rogers and Adams","West Destinyfurt, Kyrgyz Republic",Providing teachers with customer support that drives improve accuracy.,Ryan Bishop has a background in finance with over 7 years of experience. They have worked at Amazon and specialize in UI/UX design. Their work has led to scalable systems.,"healthcare, BioTech, Legal",series A,https://linkedin.com/in/jessicachapman,
4353190f-6b28-44b3-8a3c-787e3f3639ad,George Vaughn,george.vaughn@outlook.com,Other,Edwards Inc,"Port Carloschester, Bolivia",Simplifying patient care in Marketing using robotic assistant.,George Vaughn combines experience in product design with strong skills in UI/UX design. They have built solutions for doctors and achieved faster product launches.,"consumer, marketplace, b2b",seed,https://linkedin.com/in/jenningsmichael,
2988da45-2acf-4e5c-9296-35a7337578d6,Darlene Johnson,darlene.johnson@hotmail.com,PM,"Davis, Mays and Douglas","New Danielle, Russian Federation",A healthcare solution that automates data entry for consumers.,Darlene Johnson has a background in biotechnology with over 7 years of experience. They have worked at Neuralink and specialize in cloud systems. Their work has led to impactful research.,"fintech, consumer, b2b",pre-seed,https://linkedin.com/in/millercassandra,
320834f0-43ce-4e05-bcdb-ec6a56c83aff,Phillip Wong,phillip.wong@outlook.com,Founder,Kemp Ltd,"West Kenneth, Panama",Providing patients with mentorship that drives save time.,"With expertise in UI/UX design, Phillip Wong has previously contributed to Neuralink. They are passionate about biotechnology and focus on delivering faster product launches.","b2b, Logistics, consumer",none,https://linkedin.com/in/fowlersandra,
47fde60a-3393-4872-8a9b-4690706bb442,Jeffery Berger,jeffery.berger@yahoo.com,PM,Scott-Norman,"Kimberlyfurt, Iceland",A platform that connects doctors and doctors through marketing support.,"With expertise in machine learning, Jeffery Berger has previously contributed to Microsoft. They are passionate about engineering and focus on delivering faster product launches.","marketplace, Logistics, consumer",growth,https://linkedin.com/in/wendy44,
cbf0eacf-4eaf-4036-86c3-620da69847bc,Benjamin Krause,benjamin.krause@yahoo.com,Founder,Bishop and Sons,"Rodriguezside, Seychelles",A platform that connects small businesses and small businesses through delivery.,"With expertise in robotics, Benjamin Krause has previously contributed to OpenAI. They are passionate about product design and focus on delivering reduced errors.","Edtech, marketplace, robotics",seed,https://linkedin.com/in/probinson,"Strong traction in climate, next milestone is growth stage."
1be5a0c0-7ceb-4481-897c-0e96cb0b5cb4,Jeremy Green,jeremy.green@yahoo.com,Co-Founder,Jones PLC,"Kimberlytown, Ukraine",On-demand cloud hosting for developers in the climate space.,Jeremy Green has a background in finance with over 6 years of experience. They have worked at Microsoft and specialize in cloud systems. Their work has led to faster product launches.,"robotics, AI, healthcare",series A,https://linkedin.com/in/ohernandez,
c9ebcc39-27a6-4d23-96a8-d7048ef1db53,Andrew Myers,andrew.myers@outlook.com,Other,Graves Group,"New Jasminefort, Lesotho",A platform that connects teachers and teachers through customer support.,"With expertise in UI/UX design, Andrew Myers has previously contributed to Tesla. They are passionate about computer science and focus on delivering scalable systems.","consumer, b2b, robotics",seed,https://linkedin.com/in/upowell,Currently prototyping mobile app for doctors.
536686a8-0435-4bda-83d7-71fd074848b8,Rachel Fernandez,rachel.fernandez@outlook.com,Investor,Cruz Ltd,"Martinezside, Vietnam",Creating AI-powered tools for teachers to improve improve accuracy.,Rachel Fernandez has a background in computer science with over 3 years of experience. They have worked at AntlerIndia and specialize in robotics. Their work has led to scalable systems.,"Logistics, consumer, Legal",growth,https://linkedin.com/in/mathew46,
7f31db84-6f65-4d83-8470-59ac6375269f,Zachary Holland,zachary.holland@yahoo.com,Other,Nichols-Woodward,"Port Steveport, Oman",Connecting consumers with mobile app through a AI marketplace.,Zachary Holland has a background in computer science with over 12 years of experience. They have worked at Neuralink and specialize in robotics. Their work has led to impactful research.,"AI, Edtech, Legal",seed,https://linkedin.com/in/gregorywilliams,
2e9f3b39-a1bf-484c-9a4f-4a777f8baad0,Connor Dominguez,connor.dominguez@hotmail.com,Co-Founder,Mccoy LLC,"Millermouth, Saint Pierre and Miquelon",Simplifying fraud detection in climate using platform.,Connor Dominguez combines experience in finance with strong skills in UI/UX design. They have built solutions for developers and achieved impactful research.,"Logistics, AI, b2b",none,https://linkedin.com/in/donaldlee,
8bfbfef8-8320-40ed-b8ba-3089dc506407,Leslie Burns,leslie.burns@gmail.com,Co-Founder,Sparks Ltd,"Victormouth, Andorra",On-demand fundraising for developers in the robotics space.,Leslie Burns combines experience in product design with strong skills in AI. They have built solutions for teachers and achieved faster product launches.,"Crypto, Edtech, b2b",growth,https://linkedin.com/in/morganmatthew,Considering expansion into AI markets.
f7f1b78c-6942-45ea-857b-dd63f8c4d91b,Jennifer Lewis,jennifer.lewis@gmail.com,Investor,"Contreras, Ellis and Gregory","Lake Beth, Uzbekistan",Providing developers with delivery that drives increase access.,Jennifer Lewis combines experience in finance with strong skills in robotics. They have built solutions for doctors and achieved reduced errors.,"Edtech, robotics, fintech",none,https://linkedin.com/in/johnsondonald,
10b491b2-ad9a-4a5d-a022-444db3f48492,Kaitlin Hardin,kaitlin.hardin@outlook.com,Co-Founder,Sanchez Ltd,"North Gerald, Australia",Connecting doctors with platform through a Marketing marketplace.,Kaitlin Hardin combines experience in engineering with strong skills in machine learning. They have built solutions for developers and achieved scalable systems.,"marketplace, b2b, Legal",seed,https://linkedin.com/in/lori17,
fba616ec-c8c8-49c5-8248-3bd9d5932514,Sara Brown,sara.brown@gmail.com,Other,Wilson PLC,"North Linda, Japan",Building a Marketing platform that helps small businesses save time.,Sara Brown combines experience in engineering with strong skills in data science. They have built solutions for developers and achieved scalable systems.,"BioTech, Legal, Edtech",pre-seed,https://linkedin.com/in/lisa65,Needs support with fraud detection and scaling.
3e2d3491-8175-47ad-82f5-03e7cff577c8,Michael Gardner,michael.gardner@hotmail.com,Engineer,Copeland-Mcguire,"New Glennland, British Indian Ocean Territory (Chagos Archipelago)",Developing platform to solve logistics inefficiency in fintech.,Michael Gardner has a background in engineering with over 10 years of experience. They have worked at Microsoft and specialize in data science. Their work has led to scalable systems.,"fintech, marketplace, BioTech",series A,https://linkedin.com/in/donald62,
84a9b5fa-2156-40dc-ba9d-7eb74d915639,Kristen Gonzales,kristen.gonzales@yahoo.com,Founder,"Williams, Garcia and Boone","Stricklandtown, Turkmenistan",Developing robotic assistant to solve logistics inefficiency in healthcare.,Kristen Gonzales has a background in computer science with over 12 years of experience. They have worked at Tesla and specialize in cloud systems. Their work has led to impactful research.,"AI, healthcare, BioTech",pre-seed,https://linkedin.com/in/amiller,
84b57814-4fae-48e8-baf5-e8e671b9a129,Brandon Pearson,brandon.pearson@gmail.com,Engineer,Butler-Aguirre,"Schwartzborough, Cambodia",Developing mobile app to solve diagnosis delays in climate.,Brandon Pearson has a background in biotechnology with over 10 years of experience. They have worked at Amazon and specialize in robotics. Their work has led to scalable systems.,"Crypto, marketplace, robotics",none,https://linkedin.com/in/alexandra63,
89daf2d8-959f-49a4-aa28-56c4e31916df,Lisa Johnson,lisa.johnson@outlook.com,Other,Love PLC,"Lake Margaretport, Guernsey",Simplifying data entry in healthcare using mobile app.,"With expertise in machine learning, Lisa Johnson has previously contributed to Neuralink. They are passionate about biotechnology and focus on delivering reduced errors.","b2b, marketplace, consumer",seed,https://linkedin.com/in/psmith,
7528d9d1-eb10-41f9-9bd9-22ef2bda6b69,William Davila,william.davila@hotmail.com,Other,"Cox, Juarez and Fernandez","South Kaylee, Palestinian Territory",Personalized platform for doctors to scale faster.,"With expertise in machine learning, William Davila has previously contributed to Stripe. They are passionate about finance and focus on delivering scalable systems.","healthcare, Legal, marketplace",pre-seed,https://linkedin.com/in/joshualee,
aa4faa11-c1f7-47a9-b35b-47e123cb6215,Melinda Schmitt,melinda.schmitt@outlook.com,Investor,Jimenez-Moore,"North Deannaport, Cote d'Ivoire",Developing AI system to solve financial fraud in climate.,"With expertise in data science, Melinda Schmitt has previously contributed to Apple. They are passionate about product design and focus on delivering faster product launches.","marketplace, BioTech, Logistics",seed,https://linkedin.com/in/nking,
3e36771e-611b-4eda-b7a1-4cf0c44d9335,Olivia Williams,olivia.williams@hotmail.com,Other,"Williams, Medina and Moore","South Zacharyland, Ukraine",Smart mobile app that solves logistics inefficiency for patients.,Olivia Williams has a background in finance with over 5 years of experience. They have worked at Microsoft and specialize in cloud systems. Their work has led to scalable systems.,"Crypto, b2b, Logistics",series A,https://linkedin.com/in/jenniferwatkins,
89e8e41d-db68-4954-ae78-f66f6acfe1e4,Cristian Rhodes,cristian.rhodes@outlook.com,Co-Founder,Hall-Rodriguez,"North Joel, Isle of Man",Smart robotic assistant that solves logistics inefficiency for teachers.,Cristian Rhodes combines experience in biotechnology with strong skills in AI. They have built solutions for consumers and achieved impactful research.,"Legal, robotics, AI",pre-seed,https://linkedin.com/in/nicholaswalker,
41b0754d-7d5b-43a5-a212-a8badd827c15,John Zamora,john.zamora@yahoo.com,Founder,Robinson PLC,"Thompsonstad, Burkina Faso",Helping patients in edtech save time with mobile app.,John Zamora has a background in finance with over 10 years of experience. They have worked at Microsoft and specialize in AI. Their work has led to impactful research.,"robotics, Logistics, healthcare",pre-seed,https://linkedin.com/in/ocortez,
6432b2d8-1b16-4309-a9d5-9ed569c690fc,Derrick Rogers,derrick.rogers@yahoo.com,PM,Schwartz Inc,"Derekmouth, Kuwait",Personalized AI system for developers to scale faster.,Derrick Rogers has a background in product design with over 12 years of experience. They have worked at Microsoft and specialize in machine learning. Their work has led to reduced errors.,"marketplace, AI, robotics",none,https://linkedin.com/in/vjackson,
fd85a01e-0222-4108-a263-2a155e39fecc,Edward Moore,edward.moore@hotmail.com,Co-Founder,"Cisneros, Whitehead and Lane","North Robert, Mali",Smart AI system that solves logistics inefficiency for patients.,"With expertise in robotics, Edward Moore has previously contributed to Tesla. They are passionate about computer science and focus on delivering faster product launches.","healthcare, Legal, marketplace",growth,https://linkedin.com/in/natkins,
7929c22b-8d63-4f15-854b-e2ebd5001b4a,Sara Ramirez,sara.ramirez@hotmail.com,PM,"Patterson, Salas and Wright","Rileyshire, Yemen",A platform that connects consumers and consumers through analytics.,"With expertise in robotics, Sara Ramirez has previously contributed to OpenAI. They are passionate about computer science and focus on delivering reduced errors.","Legal, healthcare, robotics",series A,https://linkedin.com/in/robinvillanueva,
6b5e57e8-d7d0-4351-b53d-06f31a8152ab,Andrew Esparza,andrew.esparza@gmail.com,Other,"Mack, Johnson and Schmidt","Pachecoville, Korea",Providing small businesses with marketing support that drives scale faster.,Andrew Esparza combines experience in product design with strong skills in machine learning. They have built solutions for doctors and achieved faster product launches.,"consumer, Legal, Logistics",none,https://linkedin.com/in/jallen,
d58eb6bf-a2a9-4fb5-8a9f-8b7a6d211df9,Melissa Russell,melissa.russell@yahoo.com,Investor,Anderson LLC,"Lake Yolanda, Andorra",Creating AI-powered tools for teachers to improve increase access.,Melissa Russell has a background in computer science with over 6 years of experience. They have worked at Apple and specialize in machine learning. Their work has led to faster product launches.,"Crypto, healthcare, BioTech",seed,https://linkedin.com/in/kcaldwell,
8c00292f-9a5a-411f-8223-14bc9bcaacc1,Shannon Burgess,shannon.burgess@outlook.com,Founder,Bray Group,"Port Jacqueline, Colombia",Helping small businesses in Marketing scale faster with platform.,Shannon Burgess has a background in computer science with over 8 years of experience. They have worked at OpenAI and specialize in data science. Their work has led to faster product launches.,"marketplace, healthcare, Legal",series A,https://linkedin.com/in/courtney01,
e8c24763-e1b7-43b2-8037-ff0505e5ffb9,Michael Schmidt,michael.schmidt@gmail.com,Engineer,Simmons-Nelson,"Port Gail, Niger",Developing mobile app to solve diagnosis delays in AI.,Michael Schmidt combines experience in biotechnology with strong skills in AI. They have built solutions for patients and achieved scalable systems.,"marketplace, consumer, fintech",seed,https://linkedin.com/in/jill08,
4122f05a-4ddf-40f0-9c62-28371bf9d167,Megan Barron,megan.barron@hotmail.com,Founder,Reyes Group,"West Michaelside, Romania",Personalized platform for developers to scale faster.,Megan Barron combines experience in product design with strong skills in robotics. They have built solutions for consumers and achieved scalable systems.,"AI, Crypto, Logistics",series A,https://linkedin.com/in/castrokim,
665d8cc4-94db-4943-b7fb-133663450892,George Fernandez,george.fernandez@outlook.com,Co-Founder,"Mendoza, Crosby and Carpenter","Port Julie, Czech Republic",Creating AI-powered tools for consumers to improve improve accuracy.,George Fernandez combines experience in product design with strong skills in UI/UX design. They have built solutions for developers and achieved impactful research.,"marketplace, AI, Legal",series A,https://linkedin.com/in/michael48,
1ddebdab-dbde-4e17-ad9b-f31ee2b8d20d,Destiny Brown,destiny.brown@outlook.com,PM,Chavez-Mason,"South Jenniferside, United Arab Emirates",A new way for consumers to access marketing support in Marketing.,Destiny Brown has a background in product design with over 11 years of experience. They have worked at Amazon and specialize in UI/UX design. Their work has led to faster product launches.,"BioTech, healthcare, robotics",growth,https://linkedin.com/in/shannon51,
cb59659c-76e6-4f58-8f0a-1c30349e0a77,Stephen Miller,stephen.miller@gmail.com,Engineer,Hurst-Roberts,"North Fredville, Qatar",A new way for consumers to access supply chain optimization in AI.,Stephen Miller combines experience in computer science with strong skills in cloud systems. They have built solutions for doctors and achieved impactful research.,"AI, marketplace, Logistics",series A,https://linkedin.com/in/tylergolden,Needs support with patient care and scaling.
56701633-fd16-4c87-a1bb-4a290308e3f2,Lori Carter,lori.carter@hotmail.com,Founder,"Weaver, Anderson and Reed","Rojastown, French Guiana",Connecting doctors with platform through a fintech marketplace.,"With expertise in machine learning, Lori Carter has previously contributed to OpenAI. They are passionate about engineering and focus on delivering scalable systems.","Crypto, robotics, healthcare",pre-seed,https://linkedin.com/in/bryanwiggins,Considering expansion into healthcare markets.
a968ad3a-5e8d-47ea-8b4a-086bdd92b49c,Travis Newman,travis.newman@outlook.com,PM,Lane-Rios,"Toddhaven, Tajikistan",Creating AI-powered tools for developers to improve scale faster.,Travis Newman has a background in computer science with over 9 years of experience. They have worked at Stripe and specialize in UI/UX design. Their work has led to reduced errors.,"consumer, b2b, Crypto",series A,https://linkedin.com/in/kellis,
f9babbf2-f81e-41fc-8b5c-080afe075cc8,Richard Jackson,richard.jackson@yahoo.com,Other,Perez-Watson,"Kaylaton, Cameroon",A new way for developers to access legal advice in robotics.,Richard Jackson combines experience in engineering with strong skills in UI/UX design. They have built solutions for doctors and achieved scalable systems.,"marketplace, Crypto, Logistics",series A,https://linkedin.com/in/justin29,Raised interest from OpenAI investors.
